"Year"	"Month"	"State"	"Location"	"Food"	"Ingredient"	"Species"	"Serotype"	"Status"	"Illnesses"	"Hospitalizations"	"Fatalities"
1999	"August"	"Hawaii"	"Private Home/Residence"	"Poi, Unspecified"	"NA"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	11	0	0
1999	"August"	"Hawaii"	"Restaurant"	"Oysters, Raw"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
1999	"August"	"Illinois"	"Catering Service"	"Potato Salad; Bread, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	46	0	0
1999	"August"	"Iowa"	"Unkown"	"Ice; Ice"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	38	0	0
1999	"August"	"Iowa"	"Camp"	"Ground Beef, Meatloaf"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	56	0	0
1999	"August"	"Maryland"	"Restaurant"	"Rice, Unspecified; Beans, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"August"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"August"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"August"	"Maryland"	"Restaurant"	"Chicken, Fried"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"August"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"August"	"Maryland"	"Restaurant; Private Home/Residence; Grocery Store"	"Chicken, Other"	"Sauces/ Dressings"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"August"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	25	0	0
1999	"August"	"Michigan"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	26	0	0
1999	"August"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"August"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Bacillus cereus; Staphylococcus aureus"	"Unkown"	"Suspected"	3	1	0
1999	"August"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"August"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"August"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	13	6	0
1999	"August"	"Minnesota"	"Restaurant"	"Antipasta Salad"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	15	0	0
1999	"August"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	3	0	0
1999	"August"	"Minnesota"	"Restaurant"	"Enchilada, Chicken"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	7	0	0
1999	"August"	"Minnesota"	"Restaurant"	"Lettuce-Based Salads Unspecified"	"Leafy Green"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	25	0	0
1999	"August"	"Multistate"	"Restaurant; Grocery Store"	"Romaine Lettuce, Unspecified"	"Leafy Green"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	14	6	0
1999	"August"	"Multistate"	"Restaurant"	"Lasagna; Eggs, Other"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	14	4	0
1999	"August"	"Multistate"	"Prison/Jail"	"French Toast, Unspecified"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	5	0	0
1999	"August"	"Multistate"	"Restaurant"	"Eggs, Other; Blintz, Cheese"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	9	0	0
1999	"August"	"Multistate"	"Unkown"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	30	0	0
1999	"August"	"Multistate"	"Restaurant"	"Alfalfa Sprouts"	"Sprouts"	"Salmonella enterica"	"Muenchen"	"Confirmed"	157	16	0
1999	"August"	"Ohio"	"Catering Service"	"Salad, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	44	0	0
1999	"August"	"Ohio"	"Restaurant"	"Pizza, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"August"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
1999	"August"	"Ohio"	"Catering Service"	"Ham, Unspecified"	"NA"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	4	0	0
1999	"August"	"Ohio"	"Private Home/Residence"	"Ground Beef, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"August"	"Ohio"	"Religious Facility"	"Unkown"	"NA"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	24	4	0
1999	"August"	"Oregon"	"Unkown"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	10	0	0
1999	"August"	"Oregon"	"Unkown"	"Tuna, Unspecified"	"Fin Fish"	"Scombroid toxin"	"Unkown"	"Confirmed"	7	0	0
1999	"August"	"Oregon"	"Restaurant"	"Ranch Dressing"	"NA"	"Unkown"	"Unkown"	"Pending"	50	0	0
1999	"August"	"Oregon"	"Private Home/Residence"	"Seafood Dish, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
1999	"August"	"Oregon"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	17	0	0
1999	"August"	"Pennsylvania"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	8	1	0
1999	"August"	"Pennsylvania"	"Catering Service"	"Liquor; Roast Beef, Unspecified"	"Beef"	"Clostridium perfringens"	"Unkown"	"Confirmed"	24	1	0
1999	"August"	"Rhode Island"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	33	0	0
1999	"August"	"Wisconsin"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	36	1	0
1999	"September"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"September"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Arizona"	"Prison/Jail"	"Turkey, Unspecified; Lima Beans"	"NA"	"Bacillus cereus"	"Unkown"	"Suspected"	52	0	0
1999	"September"	"California"	"School/College/University"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	40	1	0
1999	"September"	"California"	"Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
1999	"September"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
1999	"September"	"California"	"Private Home/Residence"	"Salsa, Unspecified; Macaroni Salad; Chicken, Unspecified"	"NA"	"Shigella sonnei"	"Unkown"	"Confirmed"	13	0	0
1999	"September"	"California"	"Restaurant"	"Fish, Ahi"	"NA"	"Scombroid toxin"	"Unkown"	"Confirmed"	2	2	0
1999	"September"	"California"	"Catering Service"	"Guacamole"	"NA"	"Unkown"	"Unkown"	"Pending"	27	0	0
1999	"September"	"California"	"Restaurant"	"Octopus, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
1999	"September"	"California"	"Unkown"	"Unspecified Beverage; Ice"	"NA"	"Unkown"	"Unkown"	"Pending"	19	0	0
1999	"September"	"Colorado"	"Camp"	"Ground Beef, Unspecified"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	9	0	0
1999	"September"	"Connecticut"	"Restaurant"	"Roast Beef, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	37	0	0
1999	"September"	"Connecticut"	"Restaurant"	"Eggs, Unspecified"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	4	1	0
1999	"September"	"Florida"	"Private Home/Residence"	"Fajita, Beef"	"Leafy Green; Vine-Stalk Eg. Tomato"	"Shigella sonnei"	"Unkown"	"Confirmed"	6	0	0
1999	"September"	"Florida"	"Restaurant"	"Chicken, Buffalo Wings"	"Chicken"	"Staphylococcus aureus"	"Unkown"	"Suspected"	3	0	0
1999	"September"	"Florida"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"September"	"Florida"	"Restaurant"	"Chicken, Fried; Shrimp, Fried"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Florida"	"Restaurant"	"Ground Beef, Cheeseburger"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	4	0	0
1999	"September"	"Florida"	"Restaurant"	"Fajita, Beef"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Florida"	"Restaurant"	"Crab, Steamed; Shrimp, Unspecified; Sushi, Unspecified"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	2	0	0
1999	"September"	"Florida"	"Restaurant"	"Fish, Amberjack"	"Fin Fish"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Florida"	"Restaurant"	"Ground Beef, Cheeseburger"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Florida"	"Restaurant"	"Ground Beef, Cheeseburger"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"September"	"Florida"	"Restaurant"	"Oysters, Steamed; Potato Skins"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Florida"	"Restaurant"	"Black Beans"	"NA"	"Clostridium perfringens"	"Unkown"	"Suspected"	4	0	0
1999	"September"	"Florida"	"Private Home/Residence"	"Garlic And Oil"	"NA"	"Clostridium botulinum"	"Unkown"	"Confirmed"	3	3	0
1999	"September"	"Florida"	"Restaurant"	"Shrimp, Unspecified"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	3	0	0
1999	"September"	"Georgia"	"Restaurant"	"Burrito, Chicken; Taco, Chicken; Chicken, Nuggets/Fingers"	"Chicken; Chicken; Chicken"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	8	1	0
1999	"September"	"Georgia"	"Catering Service"	"Pork, Bbq"	"Pork"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	100	15	0
1999	"September"	"Georgia"	"Restaurant; Private Home/Residence"	"Pork, Bbq"	"NA"	"Salmonella enterica"	"Hadar"	"Confirmed"	60	24	0
1999	"September"	"Hawaii"	"Restaurant"	"Fish, Ono"	"NA"	"Scombroid toxin"	"Unkown"	"Confirmed"	3	0	0
1999	"September"	"Hawaii"	"Private Home/Residence"	"Fish, Grouper, Unspecified"	"NA"	"Ciguatoxin"	"Unkown"	"Suspected"	5	1	0
1999	"September"	"Hawaii"	"Private Home/Residence"	"Fish, Opelu Kala"	"NA"	"Ciguatoxin"	"Unkown"	"Confirmed"	3	0	0
1999	"September"	"Illinois"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	17	0	0
1999	"September"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Illinois"	"Unkown"	"Apple Cider, Unspecified"	"NA"	"Salmonella enterica"	"Agona"	"Suspected"	8	2	0
1999	"September"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	0	0
1999	"September"	"Illinois"	"Private Home/Residence"	"Beef, Unspecified"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	321	17	0
1999	"September"	"Indiana"	"Private Home/Residence"	"Potato Salad"	"Egg"	"Shigella sonnei"	"Unkown"	"Confirmed"	5	1	0
1999	"September"	"Indiana"	"Catering Service"	"Unkown"	"NA"	"Virus"	"Unkown"	"Suspected"	280	0	0
1999	"September"	"Iowa"	"Restaurant"	"Steak, Beef Tips"	"NA"	"Clostridium perfringens"	"Unkown"	"Suspected"	88	2	0
1999	"September"	"Iowa"	"Restaurant"	"Sandwich, Submarine"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	16	0	0
1999	"September"	"Maine"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"September"	"Maryland"	"Grocery Store"	"Unkown"	"NA"	"Escherichia coli"	"Unkown"	"Suspected"	3	3	0
1999	"September"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"September"	"Maryland"	"Religious Facility"	"Unkown"	"NA"	"Campylobacter jejuni; Clostridium perfringens"	"Unkown"	"Confirmed and Suspected"	34	0	0
1999	"September"	"Maryland"	"School/College/University"	"Other Cheese, Unspecified"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	49	6	0
1999	"September"	"Maryland"	"Unkown"	"Macaroni Salad; Potato Salad"	"NA"	"Shigella sonnei"	"Unkown"	"Confirmed"	7	0	0
1999	"September"	"Maryland"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"September"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	17	0	0
1999	"September"	"Minnesota"	"Restaurant"	"Deli Meat, Unspecified"	"NA"	"Listeria monocytogenes"	"Unkown"	"Confirmed"	5	5	1
1999	"September"	"Minnesota"	"Private Home/Residence"	"Macaroni Salad; Fruit Salad"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	16	0	0
1999	"September"	"Minnesota"	"Restaurant; Catering Service"	"Cantaloupe"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	5	0	0
1999	"September"	"Minnesota"	"Religious Facility"	"Ice"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	20	0	0
1999	"September"	"Oregon"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	11	0	0
1999	"September"	"Oregon"	"Private Home/Residence"	"Tamale, Unspecified; Chicken, Baked"	"NA"	"Clostridium perfringens"	"Unkown"	"Confirmed"	87	0	0
1999	"September"	"Oregon"	"Unkown"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	45	0	0
1999	"September"	"Pennsylvania"	"Restaurant"	"Pizza, Unspecified; Bread, Unspecified; Garlic, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	5	0	0
1999	"September"	"Pennsylvania"	"Unkown"	"Unkown"	"NA"	"Salmonella enterica"	"Stanley"	"Confirmed"	6	0	0
1999	"September"	"Vermont"	"Restaurant; Private Home/Residence"	"Unkown"	"NA"	"Hepatitis A"	"Unkown"	"Confirmed"	12	2	0
1999	"September"	"Virginia"	"Unkown"	"Beef, Stew"	"NA"	"Clostridium perfringens"	"Unkown"	"Suspected"	8	0	0
1999	"September"	"West Virginia"	"Restaurant"	"Chile Relleno, Unspecified"	"Beef"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	12	5	0
1999	"October"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
1999	"October"	"Alabama"	"Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"October"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"October"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
1999	"October"	"Arkansas"	"Catering Service"	"Unkown"	"NA"	"Virus"	"Unkown"	"Suspected"	85	0	0
1999	"October"	"California"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	0	0
1999	"October"	"California"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	15	0	0
1999	"October"	"California"	"Restaurant"	"Lettuce, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	8	0	0
1999	"October"	"California"	"Unkown"	"Chicken Salad"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	24	0	0
1999	"October"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	11	0	0
1999	"October"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	17	0	0
1999	"October"	"California"	"Restaurant"	"Unkown"	"NA"	"Virus"	"Unkown"	"Suspected"	10	0	0
1999	"October"	"California"	"Grocery Store"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	15	0	0
1999	"October"	"California"	"Restaurant"	"Coleslaw"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	4	0	0
1999	"October"	"California"	"Private Home/Residence"	"Spaghetti, Unspecified"	"NA"	"Clostridium perfringens"	"Unkown"	"Suspected"	11	0	0
1999	"October"	"California"	"Catering Service"	"Potato Salad; Turkey, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	110	0	0
1999	"October"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	12	0	0
1999	"October"	"California"	"Unkown"	"Sandwich, Beef"	"NA"	"Clostridium perfringens"	"Unkown"	"Confirmed"	206	0	0
1999	"October"	"Colorado"	"Restaurant"	"Salad, Unspecified"	"NA"	"Hepatitis A"	"Unkown"	"Confirmed"	2	1	0
1999	"October"	"Florida"	"Restaurant"	"Chicken, Tandori"	"Chicken"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Florida"	"Restaurant"	"Fish, Dolphin"	"Fin Fish"	"Scombroid toxin"	"Unkown"	"Suspected"	2	0	0
1999	"October"	"Florida"	"Restaurant"	"Shrimp, Fried; House Salad"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Florida"	"Restaurant"	"Chicken, Unspecified"	"Chicken"	"Salmonella enterica"	"Enteritidis"	"Suspected"	6	0	0
1999	"October"	"Florida"	"Grocery Store"	"Chocolate, Unspecified"	"NA"	"Parasite"	"Unkown"	"Suspected"	3	1	0
1999	"October"	"Florida"	"Restaurant"	"Salad, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Florida"	"Restaurant"	"Pizza, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Florida"	"Restaurant"	"Ground Beef, Cheeseburger"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Florida"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	11	1	0
1999	"October"	"Florida"	"Restaurant"	"Pizza, Meat And Vegetable"	"NA"	"Salmonella enterica"	"Unkown"	"Suspected"	2	0	0
1999	"October"	"Florida"	"Restaurant"	"Deli Meat, Multiple; Pre-Packaged Salad"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	46	0	0
1999	"October"	"Florida"	"Restaurant"	"Blue Cheese Dressing"	"Cheese"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"October"	"Florida"	"Private Home/Residence"	"Unkown"	"NA"	"Bacillus cereus"	"Unkown"	"Suspected"	5	0	0
1999	"October"	"Florida"	"Grocery Store"	"Cake, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	7	1	0
1999	"October"	"Florida"	"Restaurant"	"Soda, Unspecified; Egg Salad/Egg Salad Sandwich"	"NA"	"Unkown"	"Unkown"	"Pending"	3	1	0
1999	"October"	"Florida"	"Restaurant"	"Soda, Unspecified"	"NA"	"Chemical or toxin"	"Unkown"	"Suspected"	2	0	0
1999	"October"	"Idaho"	"Unkown"	"Sausage, Mixed Meats"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	33	3	0
1999	"October"	"Illinois"	"Restaurant"	"Soda, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	125	0	0
1999	"October"	"Illinois"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
1999	"October"	"Illinois"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	37	0	0
1999	"October"	"Indiana"	"Private Home/Residence"	"Ham, Unspecified"	"Pork"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	8	0	0
1999	"October"	"Indiana"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	45	1	0
1999	"October"	"Kentucky"	"Restaurant"	"Turkey, Unspecified"	"Turkey"	"Salmonella enterica"	"Unkown"	"Confirmed"	9	5	0
1999	"October"	"Louisiana"	"School/College/University"	"Sandwich, Hoagie; Stew/Chili, Unspecified; Bread, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	92	0	0
1999	"October"	"Maine"	"Restaurant"	"Sauces, Unspecified; Fried Rice, Unspecified; Chicken, Buffalo Wings"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"October"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Maryland"	"Restaurant"	"Pizza, Meat"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Maryland"	"Restaurant"	"Lasagna, Unspecified"	"NA"	"Escherichia coli"	"Unkown"	"Suspected"	2	0	0
1999	"October"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Maryland"	"Restaurant"	"Coleslaw"	"NA"	"Unkown"	"Unkown"	"Pending"	14	2	0
1999	"October"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Massachusetts"	"Restaurant"	"Chicken, Unspecified; Carrots, Unspecified; Potato, Mashed"	"NA"	"Unkown"	"Unkown"	"Pending"	39	0	0
1999	"October"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"October"	"Michigan"	"Restaurant"	"Beef/Steak Dish, Other; Shrimp, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
1999	"October"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	11	0	0
1999	"October"	"Michigan"	"Restaurant"	"Sandwich, Beef"	"NA"	"Bacillus cereus"	"Unkown"	"Confirmed"	2	0	0
1999	"October"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"October"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	13	0	0
1999	"October"	"Minnesota"	"Restaurant"	"Sandwich, Submarine"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	18	0	0
1999	"October"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	11	0	0
1999	"October"	"Minnesota"	"Restaurant"	"Potato Skins; Pasta Salad"	"NA"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	7	0	0
1999	"October"	"Minnesota"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	21	0	0
1999	"October"	"Minnesota"	"Catering Service"	"Egg Rolls"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
1999	"October"	"Minnesota"	"Catering Service"	"Pork, Bacon"	"NA"	"Unkown"	"Unkown"	"Pending"	9	0	0
1999	"October"	"Multistate"	"Restaurant; Nursing Home/Assisted Living Facility"	"Romaine Lettuce, Unspecified; Caesar Salad"	"Leafy Green"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	45	0	0
1999	"October"	"New Mexico"	"Restaurant"	"Unkown"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	34	0	0
1999	"October"	"Ohio"	"Restaurant"	"House Salad"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	245	0	0
1999	"October"	"Ohio"	"Restaurant"	"Salad, Unspecified"	"Leafy Green"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	47	23	0
1999	"October"	"Oklahoma"	"Unkown"	"Apple Cider, Unpasteurized"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	25	6	0
1999	"October"	"Pennsylvania"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	34	0	0
1999	"October"	"Pennsylvania"	"Religious Facility"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	85	1	0
1999	"October"	"Virginia"	"Restaurant"	"Ham, Unspecified"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	26	0	0
1999	"October"	"West Virginia"	"Unkown"	"Lettuce-Based Salads Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	16	2	0
1999	"October"	"Wisconsin"	"Restaurant"	"Chicken, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	14	0	0
1999	"October"	"Wisconsin"	"School/College/University"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	297	0	0
1999	"November"	"Alabama"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
1999	"November"	"Alabama"	"Restaurant"	"Pizza, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	5	0	0
1999	"November"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	0	0
1999	"November"	"California"	"Restaurant"	"Fish, Mahi Mahi"	"NA"	"Scombroid toxin"	"Unkown"	"Suspected"	2	0	0
1999	"November"	"California"	"Restaurant; Private Home/Residence"	"Chicken, Unspecified"	"Chicken"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	7	0	0
1999	"November"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	4	0	0
1999	"November"	"California"	"Restaurant"	"Turkey, Unspecified; Ice"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	15	0	0
1999	"November"	"California"	"Restaurant"	"Fettucine Alfredo; Chicken, Other"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	18	0	0
1999	"November"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
1999	"November"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	19	0	0
1999	"November"	"California"	"Private Home/Residence"	"Potato Salad"	"NA"	"Shigella sonnei"	"Unkown"	"Confirmed"	10	0	0
1999	"November"	"California"	"Restaurant"	"Lettuce, Unspecified; Tomato, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	28	5	0
1999	"November"	"Connecticut"	"Nursing Home/Assisted Living Facility"	"Unkown"	"NA"	"Salmonella enterica"	"Agona"	"Confirmed"	4	2	0
